Empresa,Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Cadastras
GAROTO,12393735,TALENTO Tab Drk Crml Salgado 8 15x75g XW,1806.32.10      ,7891008137354,7891008237351,17891008337355,,,,,Não
GAROTO,12393736,TALENTO Tab Dark Maracuja 8 15x75g  XW  ,1806.32.10      ,7891008137361,7891008237368,17891008337362,,,,,Não
GAROTO,12393737,TALENTO Tab Dark Framboesa 8 15x75g  XW ,1806.32.10      ,7891008137378,7891008237375,17891008337379,,,,,Não
NESTLE,12393738,NESFIT Coco 12x1L BR                    ,2202.99.00      ,7891000275320,,7891000275337,103,BEBIDAS NESFIT,10,NESFIT 1L,Sim
NESTLE,12393739,NESFIT Amendoa 12x1L BR                 ,2202.99.00      ,7891000275290,,7891000275306,103,BEBIDAS NESFIT,10,NESFIT 1L,Sim
NESTLE,12394076,SURPRESA FlorestaAnimal OvoPasc15x150gBR,1806.90.00      ,7891000275412,,7891000275429,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12394091,NESTLE Mini Ovos Ovo de Pascoa 20x90g BR,1806.90.00      ,7891000275504,,7891000275511,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12394093,SURPRESA Dragoes Ovo de Pasc 15x150g BR ,1806.90.00      ,7891000275474,,7891000275481,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12394094,SURPRESA Mar Animal OvodePasc 15x150g BR,1806.90.00      ,7891000275443,,7891000275450,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12394161,SURPRESA DinoAnimal OvodePasc 15x150g BR,1806.90.00      ,7891000275382,,7891000275399,119,PASCOA,131,OVOS DE PASCOA NESTLE,Sim
Garoto,12394162,GAROTO Universal Ovo de Pasc 15x150g BR ,1806.90.00      ,7891008141627,,17891008241621,,,,,Não
NESTLE,12394163,ALPINO Lata GianduiaOvodePascoa 6x170gBR,1806.90.00      ,7891000275351,,7891000275368,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12394179,NDG Minime Wht1 220V BR                 ,8516.71.00      ,3016661145575,,13016661145572,,,,,Não
NESTLE,12394247,NATURNES Nutrisnack Bna e Mrg 12X42g BR ,1905.31.00      ,7891000275603,,7891000275610,102,BABY FOOD,9,NUTRISNACK,Sim
NESTLE,12394248,NATURNES Nutrisnack Bna e Lrja 12X42g BR,1905.31.00      ,7891000275634,,7891000275641,102,BABY FOOD,9,NUTRISNACK,Sim
NESTLE,12394249,NATURNES Nutrisnack Bna e Mrg 6 10X7g BR,1905.31.00      ,7891000275665,7891000275672,7891000275689,102,BABY FOOD,9,NUTRISNACK,Sim
NESTLE,12394340,NDG Minime ChryRed1 127V BR             ,8516.71.00      ,3016661144554,,13016661144551,,,,,Não
NESTLE,12394341,NDG Minime Wht1 127V BR                 ,8516.71.00      ,3016661145568,,13016661145565,,,,,Não
NESTLE,12394350,NATURNES Nutrisnack Bna e Lrja6 10X7g BR,1905.31.00      ,7891000275702,7891000275719,7891000275726,102,BABY FOOD,9,NUTRISNACK,Sim
NESTLE,12394435,MUCILON 5 Cereais Quinoa Zero 12X180g BR,1901.10.30      ,7891000275740,,7891000275757,102,BABY FOOD,8,MUCILON TRAD SACHET,Sim
GAROTO,12394436,GAROTO Achoc Po Sachet 48x40g Agrts BR  ,1806.90.00EX01  ,7891008113891,,17891008113904,,,,,Não
DPA,12394616,NESTLE Iogurte Polpa 2 Sabores 6x540g BR,0403.10.00EX01  ,7891000275580,,7891000275597,,,,,Não
NESTLE,12394692,AANFTGRANOLABANAMA MELCerMat14x250gBR   ,1904.10.00      ,                  ,,                  ,,,,,Não
NESTLE,12394693,AANFTGRANOLACHOCOBANANACerMat14X250G BR ,1904.10.00      ,                  ,,                  ,,,,,Não
DPA,12394710,NESTLE Iog Polpa Morango 6x540g N1 BR   ,0403.10.00EX01  ,7891000275771,,7891000275788,,,,,Não
NESTLE,12395115,NESTLE Cob Meio Amargo 20x500g BR       ,1806.32.10      ,                  ,,                  ,,,,,Não
NESTLE,12395224,MOLICO Protein Baunilha 4 6x270ml  BR   ,2202.99.00      ,7891000276167,,7891000276174,113,LEITE EM PO,85,MOLICO RTD,Sim
GAROTO,12395245,TALENTO Bombom Avelas 24x150g BR        ,1806.90.00      ,7891008152456,,17891008252450,,,,,Não
NESTLE,12395491,MOCA Calda Leite Cond 4x5kg NPro BR     ,0402.99.00      ,7891000276389,,7891000276396,524,04-NP Sobremesas,2,04b-Demais Sobremesas,Não
NESTLE,12395492,MOCA Calda Brigadeiro 4x5kg NPro BR     ,1806.20.00      ,7891000276365,,7891000276372,524,04-NP Sobremesas,2,04b-Demais Sobremesas,Não
DPA,12395493,CHAMYTO LeiFerm Citrus Tetra 5 6x80g  BR,0403.90.00EX01  ,7891000276266,7891000290187,7891000276273,,,,,Não
NESTLE,12395646,NESTLE CORN FLAKES CerMat 14x500g XW    ,1904.10.00      ,7891000276211,,7891000276228,,,,,Não
DPA,12395675,CHAMYTO LeiFerm Uva Tetra 5 6x80g  BR   ,0403.90.00EX01  ,7891000276280,7891000290194,7891000276297,,,,,Não
DPA,12395676,CHAMYTO LeiFerm Morango Tetra 5 6x80g BR,0403.90.00EX01  ,7891000276303,7891000290200,7891000276310,,,,,Não
NESTLE,12395716,NESCAFE GOLD ESPRS Stk Sgnt12 25x1 8g XE,2101.11.10      ,7613036625906,,7613036979252,,,,,Não
NESTLE,12396043,NESQUIK Cereal Matinal 16x400g PE       ,                ,7613035120327,,7613035120334,,,,,Não
NESTLE,12396044,PRESTIGIO Achocolatado Po 6x1010g NProBR,1806.90.00EX01  ,7891000276402,,7891000276419,,,,,Não
NESTLE,12396173,ALPINO Chocolate 4 14x90g  BR           ,1806.32.10      ,7891000276471,7891000276488,7891000276495,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396174,GALAK Chocolate 4 14x90g  BR            ,1704.90.10      ,7891000276518,7891000276525,7891000276532,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396175,ALPINO Black Top Choc 4 14x90g  BR      ,1806.32.10      ,7891000276556,7891000276563,7891000276570,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396176,ALPINO Nevado Choc 4 14x90g  BR         ,1806.32.10      ,7891000276433,7891000276440,7891000276457,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396177,ALPINO Choc Extra Cremoso 4 14x90g  BR  ,1806.32.10      ,7891000276594,7891000276600,7891000276617,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396178,ALPINO Choc Gianduia 4 14x90g  BR       ,1806.32.10      ,7891000276631,7891000276648,7891000276655,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Não
NESTLE,12396179,CRUNCH Chocolate 4 14x90g  BR           ,1806.32.10      ,7891000277072,7891000277089,7891000277096,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396190,GALAK Passatempo 4 14x90g  BR           ,1704.90.10      ,7891000277034,7891000277041,7891000277058,,,,,Não
NESTLE,12396191,DIPLOMATA Chocolate 4 14x90g  BR        ,1806.32.10      ,7891000276990,7891000277003,7891000277010,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396192,CRUNCH Amendoim 4 14x90g  BR            ,1806.32.10      ,7891000276952,7891000276969,7891000276976,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396208,CLASSIC Chocolate ao Leite 4 14x90g  BR ,1806.32.10      ,7891000276914,7891000276921,7891000276938,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396209,CLASSIC Choc Meio Amargo 4 14x90g  BR   ,1806.32.10      ,7891000276877,7891000276884,7891000276891,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396270,CLASSIC Duo Chocolate 4 14x90g  BR      ,1806.32.10      ,7891000276839,7891000276846,7891000276853,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396271,CLASSIC Prestigio 4 14x90g  BR          ,1806.32.10      ,7891000276792,7891000276808,7891000276815,108,CHOCOLATES NESTLE,56,JUMBOS NESTLE,Sim
NESTLE,12396399,KIT KAT 4Fngr Dark 4 24x41 5g  MX       ,1905.32.00      ,7891000277119,7891000277126,7891000277133,,,,,Não
NESTLE,12396491,NDG Genio2 Alebrije1 127v BR            ,8516.71.00      ,7501058638540,,17501058638547,,,,,Não
DPA,12396620,CHANDELLE Pedacos Chocolate 24x180g BR  ,0403.90.00EX01  ,7891000277270,,7891000277287,,,,,Não
NESTLE,12396621,PRESTIGIO Mini Chocolate 5kg N1 JP      ,1806.31.10      ,7891000166215,,7891000166215,,,,,Não
NESTLE,12396623,KITKAT Ovo de Pascoa 15x227g BR         ,1806.90.00      ,7891000277188,,7891000277195,119,PASCOA,131,OVOS DE PASCOA NESTLE,Sim
NESTLE,12396624,KITKAT White Ovo de Pascoa 15x227g BR   ,1704.90.10      ,7891000277218,,7891000277225,119,PASCOA,131,OVOS DE PASCOA NESTLE,Sim
NESTLE,12396630,KITKAT Ovo de Pascoa 15x332g BR         ,1806.90.00      ,7891000277249,,7891000277256,119,PASCOA,131,OVOS DE PASCOA NESTLE,Sim
Garoto,12396633,GAROTO Tab Choc Branco Bisc 4 14x90g  XW,1704.90.10      ,7891008166330,7891008266337,17891008366331,,,,,Não
Garoto,12396882,GAROTO MeioAmargo Amendoim 4 14x90g  XW ,1806.32.10      ,7891008168822,7891008268829,17891008368823,,,,,Não
Garoto,12396883,GAROTO Tablete Crocante 4 14x90g  XW    ,1806.32.10      ,7891008168839,7891008268836,17891008368830,,,,,Não
Garoto,12396885,GAROTO Tablete Cores 4 14x90 g XW       ,1806.32.10      ,7891008168853,7891008268850,17891008368854,,,,,Não
Garoto,12396886,GAROTO Tablete Choc Branco 4 14x90g  XW ,1704.90.10      ,7891008168860,7891008268867,17891008368861,,,,,Não
Garoto,12396887,GAROTO Tablete Cstn Caju 4 14x90g  XW   ,1806.32.10      ,7891008168877,7891008268874,17891008368878,,,,,Não
Garoto,12396888,GAROTO Tablete Choc aoLeite 4 14x90g  XW,1806.32.10      ,7891008168884,7891008268881,17891008368885,,,,,Não
Garoto,12396920,OPERETA TabChocBco CstnCaju 4 14x90 g XW,1704.90.10      ,7891008169201,7891008269208,17891008369202,,,,,Não
Garoto,12396921,GAROTO Tab Choc Meio Amargo 4 14x90g  XW,1806.32.10      ,7891008169218,7891008269215,17891008369219,,,,,Não
Garoto,12396923,GAROTO TabChocLeite CajuPas 4 14x90g XW ,1806.32.10      ,7891008169232,7891008269239,17891008369233,,,,,Não
NESTLE,12397206,ALPINO OvodePasc 2CoelhosChoc 10x290g BR,1806.90.00      ,7891000277966,,7891000277973,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
GAROTO,12397209,TALENTO OvodePasc Tab Avela 10x290g BR  ,1806.90.00      ,7891008272093,,17891008372097,,,,,Não
NESTLE,12397618,NESFIT Cereal Matinal 24x240g BR        ,1904.10.00      ,7891000277508,,7891000277515,,,,,Não
NESTLE,12397736,SURPRESA Lol Pulseira OvodePasc15x150gBR,1806.90.00      ,7891000277737,,7891000277744,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12397738,NESFIT FRUIT Cereal Matinal 24x240g BR  ,1904.10.00      ,7891000277560,,7891000277577,,,,,Não
NESTLE,12398328,NESCAU Cereal Matinal 24x210g N1 BR     ,1904.10.00      ,7891000277775,,7891000277782,,,,,Não
NESTLE,12398329,NESCAFE CLAS Brazil CoffNatJar 12x200gZA,2101.11.10      ,7891000277805,,7891000277812,,,,,Não
NESTLE,12398386,KIT KAT 4 Fingers Milk 4 24x41.5g  CL   ,                ,7891000248768,7891000248775,7891000248782,,,,,Não
NESTLE,12398575,SBUX DARK ESPRS RST CAPS 12Cap 3x66g XQ ,0901.21.00      ,7613036940771,,7613036940788,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
NESTLE,12398621,SBUX MEDIUM HSBLD CAPS 12Cap 3x102g XQ  ,0901.21.00      ,7613036941358,,7613036941365,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
NESTLE,12398624,SBUXWHT LtMac CAP 12Caps 3x129g XQ      ,2101.12.00      ,7613036941419,,7613036941426,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
DPA,12398650,NESTLE GREGO Flocos 12x400g BR          ,0403.10.00EX01  ,7891000277881,,7891000277898,,,,,Não
NESTLE,12398651,NESCAU SNOW FLAKES CerMat 10x510g PRPMBR,1904.10.00      ,7891000277843,,7891000277850,107,CEREAIS MATINAIS,47,NESCAU CEREAL,Sim
NESTLE,12398672,BONO Bisc Recheado Limao 63x140g BR     ,1905.31.00      ,7891000277928,,7891000277935,105,BISCOITOS,25,BISCOITOS DEMAIS RECHEADOS,Sim
NESTLE,12398714,SBUX BLONDE VERANDA CAP 12Caps 3x102g XQ,0901.21.00      ,7613036942447,,7613036942454,,,,,Não
NESTLE,12398718,SBUX MEDIUM CLMB CAPS 12Cap 3x66g XQ    ,0901.21.00      ,7613036942560,,7613036942577,,,,,Não
NESTLE,12398726,SBUXWHT CrmlMac CAP 12Caps 3x127.8g XQ  ,2101.12.00      ,7613036942720,,7613036942737,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
NESTLE,12398745,SBUXBLONDE BLNDEESPRSRSTCAPS12Cap3x66gXQ,0901.21.00      ,7613036943321,,7613036943338,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
NESTLE,12398747,SBUXWHT CAPPUCCINO CAP 12Caps 3x120g XQQ,2101.12.00      ,7613036943376,,7613036943383,120,STARBUCKS,132,STARBUCKS - DOLCE GUSTO,Não
NESTLE,12399086,NESQUIK Bebida Lactea Mrg 27x200ml BR   ,2202.99.00      ,7891000389201,,17891000038922,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Sim
Garoto,12399222,GAROTO Lol Caneca Ovo de Pasc 8x150g BR ,1806.90.00      ,7891008113600,,17891008113621,119,PASCOA,715,OVOS DE PASCOA GAROTO,Não
NESTLE,12399464,NOVASOURCE Proline Baun 4 6x200ml  BR   ,2106.90.90      ,7891000278192,,7891000278208,,,,,Não
NESTLE,12399465,IMPACT Pessego 4 6x200ml  BR            ,2106.90.90      ,7891000278079,,7891000278086,,,,,Não
NESTLE,12399466,NOVASOURCE Proline Morango 4 6x200ml  BR,2106.90.90      ,7891000278116,,7891000278123,,,,,Não
NESTLE,12399467,IMPACT Torta de Limao 4 6x200ml  BR     ,2106.90.90      ,7891000278154,,7891000278161,,,,,Não
NESTLE,12399468,NESTLE OvodePasc Zero Acucar 12x170g BR ,1806.90.00      ,7891000278239,,7891000278246,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
GAROTO,12399471,GAROTO 90 Anos OvodePasc 4x200g BR      ,1806.90.00      ,7891008194715,,17891008294719,,,,,Não
NESTLE,12399472,BOOST POWDER Sr Neutral Can 12x370g CL  ,                ,7891000278277,,7891000278284,,,,,Não
NESTLE,12399473,BOOST POWDER Sr Neutral Can 6x740g CL   ,                ,7891000278314,,7891000278321,,,,,Não
NESTLE,12399575,NESCAU ACTGE BLacteaZeroLact 27x200ml BR,2202.99.00EX01  ,7891000110874,,7891000110881,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Sim
NESTLE,12399576,NESCAU Bebida Lactea Light 27x200m BR   ,2202.99.00EX01  ,7891000023167,,7891000023181,101,ACHOCOLATADOS RTD,2,RTD 200ML ESPECIAIS,Sim
NESTLE,12399699,NUTREN SENIOR Mix Frutas 4 6x200ml  BR  ,2106.90.90      ,7891000278499,,7891000278505,112,HEALTH SCIENCE,81,NUTREN SENIOR,Não
NESTLE,12399710,NUTREN SENIOR Chocolate 4 6x200ml BR    ,2106.90.90      ,7891000278536,,7891000278543,112,HEALTH SCIENCE,81,NUTREN SENIOR,Não
NESTLE,12399747,ALPINO OvodePasc Bbs Gianduia 10x300g BR,1806.90.00      ,7891000278581,,7891000278598,119,PASCOA,131,OVOS DE PASCOA NESTLE,Não
NESTLE,12399748,NINHO Leite Liq c  Mrg Bna 27x200ml BR  ,2202.99.00      ,7891000077610,,7891000077627,113,LEITE EM PO,93,NINHO RTD,Sim
NESTLE,12400182,PASSATEMPO BiscRechBrigd Rosa 70x130g BR,1905.31.00      ,7891000278680,,7891000278697,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Não
NESTLE,12400183,PASSATEMPO BiscRecheado Brigd 70x130g BR,1905.31.00      ,7891000278727,,7891000278734,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Não
NESTLE,12400301,NESTLE Prestigio Coco NPro 6x1 3kg XI   ,                ,7891000279168,,7891000279175,,,,,Não
NESTLE,12400304,ALPINO ExtraCremoso OvodePasc 15x170g BR,1806.90.00      ,7891000278963,,7891000278970,110,FAST,51,Ovos de Páscoa Nestlé,Não
DPA,12400305,CHAMYTO Proteina Iog Liq Mrg 24x170g BR ,0403.10.00EX01  ,7891000279007,,7891000279014,,,,,Não
DPA,12400306,CHAMYTO Proteina Iog Liq Mrg 12x850g BR ,0403.10.00EX01  ,7891000279045,,7891000279052,,,,,Não
NESTLE,12400364,PRESTIGIO Bisc Pack 9x840g PRL6P5 BR    ,1905.31.00      ,7891000278888,,7891000278895,9999,Produto Sem Grupo,9999,Prod.s/grupo/familia,Não
NESTLE,12400366,NESCAU Bisc Pack 9x840g PRL6P5 BR       ,1905.31.00      ,7891000278925,,7891000278932,9999,Produto Sem Grupo,9999,Prod.s/grupo/familia,Não
Garoto,12400438,BATON Lata Ovo de Pascoa 8x150g BR      ,1806.90.00      ,7891008113679,,17891008113690,,,,,Não
NESTLE,12400476,NUTREN SENIOR Po 120x27 5g Agrts N1 BR  ,2106.90.90      ,7891000279137,,7891000279144,,,,,Não
NESTLE,12400662,MAGGI Crm Ceb Menos Sodio 12 12x61g  BR ,2104.10.11      ,7891000279380,7891000279397,7891000283042,117,MAGGI,116,DEMAIS SOPAS,Sim
NESTLE,12400747,NAN SUPREME 1 NWHP308 12x400g BR        ,1901.10.10      ,7613034431561,,7613034431578,111,FORMULAS INFANTIS,72,FAMILIA NAN SUPREME,Sim
NESTLE,12400862,MOCARechForneavelDdlNPro 10x1 01kg N1 BR,1901.90.90      ,7891000275207,,7891000275214,,,,,Não
GAROTO,12400922,TALENTO Gifting 24x112g BR              ,1806.32.10      ,7891008109221,,17891008209225,,,,,Não
NESTLE,12401187,NUTREN Beauty Dark Choc 12 7x31 5g  BR  ,2106.90.30      ,7891000279298,,7891000279373,,,,,Não
NESTLE,12401204,KIT KAT 4Fngr Avela 4 24x41 5g  BR      ,1905.32.00      ,7891000279328,7891000279335,7891000279342,108,CHOCOLATES NESTLE,57,KIT KAT 4 FINGERS,Não
NESTLE,12401361,BOOST POWDER Sr CoffMlk Sac 120x45g CL  ,1901.90.90      ,7891000279434,,7891000279441,,,,,Não
NESTLE,12401362,BOOST POWDER Sr Vanilla Can 12x370g CL  ,1901.90.90      ,7891000279472,,7891000279489,,,,,Não
NESTLE,12401363,BOOST POWDER Sr Vanilla Sac 120x45g CL  ,1901.90.90      ,7891000279519,,7891000279526,,,,,Não
NESTLE,12401406,BOOST POWDER Sr Coff Milk Can 12x370g CL,1901.90.90      ,7891000279557,,7891000279564,,,,,Não
Garoto,12401956,GAROTO Bbs Bola Mixidade 10x970g BR     ,1806.90.00      ,7891008119565,,17891008219569,,,,,Não
NESTLE,12402770,NINHO 1  PREBIO1FasesLata6x800g PR10  BR,1901.10.10      ,7891000279762,,7891000279779,115,LEITES DE CRESCIMENTO,109,NINHO FASES 800G,Sim
NESTLE,12402771,MOCA Churros Cereal Matinal 24x210g BR  ,1904.10.00      ,7891000279809,,7891000279816,107,CEREAIS MATINAIS,45,DEMAIS CEREAIS MATINAIS,Sim
NESTLE,12402931,DOG CHOW AdltPs ExtraLife FrgArz 15kg BR,2309.10.00      ,7891000116715,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12402932,DOGCHOWFilhPsPeqExtraLifeCarArz15kgBR   ,2309.10.00      ,7891000116470,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12402933,DOGCHOWAdltPsPeqExtraLifeCarArz15kgBR   ,2309.10.00      ,7891000116456,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12402934,DOGCHOWAdltPsPeqExtraLifeFrgArz15kgBR   ,2309.10.00      ,7891000116487,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12402935,DOGCHOWAdltPsExtraLife7 FrgArz15kgBR    ,2309.10.00      ,7891000247518,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12402936,DOGCHOWFilhPsExtraLifeFrgArz15kgBR      ,2309.10.00      ,7891000116449,,,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12402937,DOGCHOWAdltPsExtraLifeLtFrgArz15kgBR    ,2309.10.00      ,7891000247464,,                  ,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12402949,DOGCHOWFilhPsPeqExtraLifeFrgArz15kgBR   ,2309.10.00      ,7891000116463,,                  ,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12403020,NESTONUTRICompLacteo3x1 6kgPR240gGrtsBR ,1901.10.10      ,7891000280003,,7891000280010,,,,,Não
GAROTO,12403055,GAROTO Candybar Banana 8 30x28g  XI     ,1806.90.00      ,7891008130553,7891008230550,17891008330554,,,,,Não
NESTLE,12403082,NESTLE ChocAoLei c  Amendoim 10x300g BR ,1806.32.10      ,7891000280041,,7891000280058,9999,Produto Sem Grupo,9999,Prod.s/grupo/familia,Não
GAROTO,12403281,GRT Choc Ao Lei Flc De Arz 10x270g BR   ,1806.32.10      ,7891008132816,,17891008232810,9999,Produto Sem Grupo,9999,Prod.s/grupo/familia,Não
NESTLE,12403285,NESCAU ACT-GO Ppb s Canudo 27x200ml BR  ,2202.99.00EX01  ,7891000280089,,7891000280096,101,ACHOCOLATADOS RTD,3,RTD 200ML REGULAR,Não
NESTLE,12403323,DOG CHOW PAPITA Extra Life 15kg BR      ,2309.10.00      ,7896015606220,,                  ,255,6-Ração Premium Dog,2,Dog Chow (Regular),Não
NESTLE,12403450,NESC DLC GST Caffe Matinal 48Cap3x144gBR,0901.21.00      ,7891000280195,,7891000280195,,,,,Não
NESTLE,12403451,NESC DOLCE GUSTO Capp 48Cap 3x200g BR   ,2101.12.00      ,7891000280232,,7891000280232,,,,,Não
NESTLE,12403560,DOG CHOW Adulto Extra Life Peq 15kg BR  ,2309.10.00      ,7891000246788,,,255,6-Ração Premium Dog,2,Dog Chow (Regular),Não
NESTLE,12404005,BOOST POWDER Sr Neutral Sac 120x41 5g CL,                ,7891000280287,,7891000280294,,,,,Não
GAROTO,12404025,GAROTO Bombons Sortidos Caixa 30x300g US,1806.90.00      ,7891008140255,,17891008240259,,,,,Não
NESTLE,12404155,DOGCHOW Adulto Extra Life Med Gde 15kgBR,2309.10.00      ,7896015606572,,,255,6-Ração Premium Dog,2,Dog Chow (Regular),Não
NESTLE,12404429,NINHO Iogurte Polpa 6x720g BR           ,0403.10.00EX01  ,7891000280393,,7891000280409,,,,,Não
NESTLE,12404447,NESTLE Iog Pedacos Morango 28x100g BR   ,0403.10.00EX01  ,7891000280478,,7891000280485,,,,,Não
NESTLE,12404449,MAGGI Deu Liga Base Cebola 12 12x61g  BR,2103.90.21      ,7891000280508,7891000280522,7891000280539,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12404701,BONO Bisc Pack 36x140g PRL36P32 BR      ,1905.31.00      ,7891000280607,,7891000280614,,,,,Não
NESTLE,12404702,NEGRES BiscRechPack 36x140g PRL36P32 BR ,1905.31.00      ,7891000023808,,7891000280652,,,,,Não
NESTLE,12404784,DOGCHOWAdltPsPeqExtraLifeFrgArz10x1kgBR ,2309.90.10EX01  ,7891000116678,,7891000116685,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12404785,DOGCHOWAdltPsPeqExtraLifeCarArz10x1kgBR ,2309.90.10EX01  ,7891000116654,,7891000116661,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12404788,DOGCHOWFilhPsPeqExtraLifeCarArz10x1kgBR ,2309.90.10EX01  ,7891000116593,,7891000116609,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12404789,DOGCHOWFilhPsPeqExtraLifeFrgArz10x1kgBR ,2309.90.10EX01  ,7891000116616,,7891000116623,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12405098,DOGCHOWFilhPsPeqExtraLifeFrgArz5x3kgBR  ,2309.90.10EX01  ,7891000116494,,7891000116500,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12405182,KIT KAT 4 Fingers Milk 4 24x41 5g  PE   ,50181900,7891000280959,7891000280966,7891000280973,,,,,Não
NESTLE,12405183,SNOW FLAKES CerMat 14x620g PRTLKBUF BR  ,1904.10.00      ,7891000369500,,17891000036959,107,CEREAIS MATINAIS,49,SNOW,Não
NESTLE,12405184,DOG CHOW Adulto Extra Life Peq 10x1kg BR,2309.90.10EX01  ,7891000246801,,7891000246818,255,6-Ração Premium Dog,2,Dog Chow (Regular),Sim
NESTLE,12405185,SNOW FLAKES CerMat 20x300g PRS19BUF BR  ,1904.10.00      ,7891000100721,,7891000100738,,,,,Não
NESTLE,12405209,DOGCHOWAdltPsPeqExtraLifeCarArz5x3kgBR  ,2309.90.10EX01  ,7891000116555,,7891000116562,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Sim
NESTLE,12405230,SNOW FLAKES Cer Mat 20x300g PRTLKBUF BR ,1904.10.00      ,7891000100721,,7891000100738,107,CEREAIS MATINAIS,49,SNOW,Não
NESTLE,12405231,DOG CHOW Adulto Extra Life Peq 10 1kg BR,2309.10.00      ,7891000246825,,                  ,255,6-Ração Premium Dog,2,Dog Chow (Regular),Sim
NESTLE,12405232,DOG CHOW Filhote Extra Life Peq 5x3kg BR,2309.90.10EX01  ,7891000033166,,7891000033173,255,6-Ração Premium Dog,2,Dog Chow (Regular),Não
NESTLE,12405233,DOGCHOWFilhPsPeqExtraLifeCarArz5x3kgBR  ,2309.90.10EX01  ,7891000116517,,7891000116524,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12405234,DOG CHOW Adulto Extra Life Peq 5x3kg BR ,2309.90.10EX01  ,7891000247372,,7891000247389,255,6-Ração Premium Dog,2,Dog Chow (Regular),Não
NESTLE,12405235,DOG CHOW AdltPs ExtraLife FrgArz 5x3kgBR,2309.90.10EX01  ,7891000116722,,7891000116739,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12405236,DOG CHOW FilhPs ExtraLifeFrgArz 5x3kg BR,2309.90.10EX01  ,7891000116531,,7891000116548,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
NESTLE,12405237,DOG CHOW AdltPsExtraLifeLtFrgArz 5x3kgBR,2309.90.10EX01  ,7891000247440,,7891000247457,255,6-Ração Premium Dog,1,Dog Chow (Pet Speciality),Não
