Empresa,Código,Descrição,Classificação Fiscal,EAN (Unidade),EAN (Display),EAN  (Caixa),Cod,Grupo,Cod,Familia,Cadastras
NESTLE,11890937,BUITONI Molho Tomate com Pedacos 4x3kgDE,2103.90.21      ,4005500024316,,4005500024309,,,,,Não
NESTLE,11894007,CHEF Molho Holandes Liq TBrik 6X1L CH   ,2103.90.21      ,7610100021190,,7610100521195,,,,,Não
NESTLE,11894009,CHEF Molho com Creme Liq TBrik 6x1L CH  ,2103.90.21      ,7610100035210,,7610100535215,,,,,Não
NESTLE,12001393,NUTREN JNR Van Pwdr ACB002E-1 24x400g BR,2106.90.90      ,7610100008962,,7613030133032,,,,,Não
NESTLE,12015529,NESCAFE CLASICO KNRX282 350kg Granel XI ,2101.11.10      ,,,,,,,,Não
NESTLE,12018447,MOCA Leite Condensado 48x395g PY        ,0402.99.00      ,7891000100103,,7891000032558,,,,,Não
NESTLE,12018893,MAGGI Caldos Galinha 162x63g PR L6P5 BR ,2104.10.11      ,7891000032688,,7891000032695,117,MAGGI,115,CALDOS,Não
NESTLE,12019254,MUCILON 5 Cer BFd 6x520g PR120gGratis BR,1901.10.90      ,7891000038086,,7891000038093,,,,,Não
NESTLE,12019398,MAGGITempero e Sabor TemprCar48 10x5g BR,2103.90.21      ,7891000037300,,7891000037317,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12019412,BONO Biscoito Recheado Choc 55x165g BR  ,1905.31.00      ,7891000033715,,7891000033722,,,,,Não
NESTLE,12019431,TOSTINES Bisc Salg c  Gergelim 50x170gBR,1905.31.00      ,7891000034071,,7891000034088,,,,,Não
NESTLE,12019446,BONO Bisc Recheado Morango 55x165g BR   ,1905.31.00      ,7891000034286,,7891000034293,,,,,Não
NESTLE,12019471,NEGRESCO Biscoito Recheado 55x160g BR   ,1905.31.00      ,7891000034262,,7891000034279,,,,,Não
NESTLE,12019505,BONO Biscoito Mini Torta Ddl 40x152g BR ,1905.31.00      ,7891000034606,,7891000034613,,,,,Não
NESTLE,12019569,MAGGITempero e Sabor TemprAve48 10x5g BR,2103.90.21      ,7891000037270,,7891000037287,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12019590,MAGGITempero e SaborTemprLeg 48 10x5g BR,2103.90.21      ,7891000037256,,7891000037263,117,MAGGI,119,TEMPEROS SACHET,Sim
NESTLE,12019654,BONO Biscoito Recheado Ddl 55x165g BR   ,1905.31.00      ,7891000034682,,7891000034699,,,,,Não
NESTLE,12019718,MAGGI Caldo Bacon 30 24x19g  XW         ,2104.10.11      ,7891000034750,7891000034767,7891000034774,,,,,Não
NESTLE,12019901,NESCAFE DOLCE GUSTOLtMac16Cap6x194.4gXI ,2101.12.00      ,5011546498386,,7613031254064,,,,,Não
NESTLE,12019979,CRUNCH Chocolate 4 12x160g  XI          ,1806.32.10      ,7891000035245,7891000035252,7891000035269,,,,,Não
NESTLE,12020003,MAGGI Caldo Legumes Dspl 12 10x63g  BR  ,2104.10.11      ,7891000529201,7891000035139,7891000035146,,,,,Não
NESTLE,12020006,MAGGI Caldo Bacon Display 12 10x63g  BR ,2104.10.11      ,7891000529102,7891000035160,7891000035177,117,MAGGI,115,CALDOS,Não
NESTLE,12020010,DIPLOMATA Chocolate 4 12x160g  XI       ,1806.32.10      ,7891000035214,7891000035221,7891000035238,,,,,Não
NESTLE,12020011,CLASSIC Choc Meio Amargo 4 12x170g  XI  ,1806.32.10      ,7891000036969,7891000036976,7891000036983,,,,,Não
NESTLE,12020043,MAGGI Caldo Picanha Dspl 12 10x63g  BR  ,2104.10.11      ,7891000014912,7891000035702,7891000035719,117,MAGGI,115,CALDOS,Não
NESTLE,12020104,IDEAL Leite em Po Sachet 25x400g BR     ,1901.10.10      ,7891000035566,,7891000035573,,,,,Não
NESTLE,12020106,MUCILON Multicereais 18x400g BR         ,1901.10.90      ,7891000035832,,7891000035849,,,,,Não
NESTLE,12020108,MUCILON Multicereais 12x230g BR         ,1901.10.90      ,7891000035634,,7891000035641,,,,,Não
NESTLE,12020109,MUCILON Aveia e Arroz 12x230g BR        ,1901.10.90      ,7891000035610,,7891000035627,,,,,Não
NESTLE,12020284,MUCILON Aveia e Arroz 18X400g BR        ,1901.10.90      ,7891000040898,,7891000040904,,,,,Não
NESTLE,12020408,CLASSIC Chocolate Caju 4 12x160g  XI    ,1806.32.10      ,7891000035894,7891000035900,7891000035917,,,,,Não
NESTLE,12020428,MAGGI Caldo Costela Dspl 12 10x63g  BR  ,2104.10.11      ,7891000014936,7891000035931,7891000035948,,,,,Não
NESTLE,12020767,NESTLE Candybar Display Mix  2x1 9kg BR ,1806.31.10      ,7891000036211,,7891000036228,,,,,Não
NESTLE,12020778,MAGGI Caldo para Arroz 12 10x63g  BR    ,2104.10.11      ,7891000036297,7891000036303,7891000036310,117,MAGGI,115,CALDOS,Não
NESTLE,12020800,MAGGI Caldo Galinha Caipira 12 10x63g BR,2104.10.11      ,7891000036242,7891000036235,7891000036259,117,MAGGI,115,CALDOS,Não
NESTLE,12020801,ALPINO Bombom Display 12 520g  BR       ,1806.90.00      ,7891000036198,,7891000036204,,,,,Não
NESTLE,12020846,NAN PRO 1 Formula Infantil 12x400g BR   ,0402.21.10      ,7891000018460,,7891000036334,,,,,Não
NESTLE,12020999,NESCAFE MATINAL Vidros 12x200g XI       ,2101.11.10      ,7891000315606,,7891000041338,,,,,Não
NESTLE,12021007,NESTON Barra PessMateTostado12 24x25g BR,1904.20.00      ,7891000036549,7891000036556,7891000036563,,,,,Não
NESTLE,12021010,NESCAFE MATINAL Vidros 24x50g XI        ,2101.11.10      ,7891000002032,,7891000041314,,,,,Não
NESTLE,12021011,NESTON Barra Acai Guarana 30x75g BR     ,1904.20.00      ,7891000036402,,7891000036419,,,,,Não
NESTLE,12021015,NESTON Barra Lrja Acerola 12 24x25g  BR ,1904.20.00      ,7891000036464,7891000036471,7891000036488,,,,,Não
NESTLE,12021020,NESTON Barra Acai Guarana 12 24x25g  BR ,1904.20.00      ,7891000036495,7891000036501,7891000036518,,,,,Não
NESTLE,12021022,NESTON Barra Pess Mate Tostado 30x75g BR,1904.20.00      ,7891000036686,,7891000036693,,,,,Não
NESTLE,12022230,PRO PLAN SENSITIVE Adulto 15Kg BR       ,2309.10.00      ,7891000037249,,,252,3-Ração Super Premium Dog,2,Pro Plan Cães,Sim
NESTLE,12022629,NESCAU CerMat 6x540g PRVV Tigela BR     ,1904.10.00      ,7891000037584,,7891000037591,,,,,Não
NESTLE,12022705,PRO PLAN Calorias Reduzidas Adulto15kgBR,2309.10.00      ,7891000037492,,,252,3-Ração Super Premium Dog,2,Pro Plan Cães,Não
NESTLE,12023093,BONO Bisc Mini Torta Morango 40x152g BR ,1905.31.00      ,7891000037973,,7891000037980,,,,,Não
NESTLE,12023094,BONO Biscoito Mini Torta Limao 40x152gBR,1905.31.00      ,7891000037997,,7891000038000,,,,,Não
NESTLE,12023248,MUCILONBanana BFd 6x420g PR Gratis120gBR,1901.10.90      ,7891000038024,,7891000038031,,,,,Não
NESTLE,12023258,NESQUIK Chocolate Granel 25kg XI        ,1806.90.00EX01  ,7891000038017,,,,,,,Não
NESTLE,12023679,BONO Bisc Mini Torta Chocolate 40x152gBR,1905.31.00      ,7891000038369,,7891000038376,,,,,Não
NESTLE,12023696,SOLLYS Beb de Soja Original 12x1L BR    ,2202.99.00EX01  ,7891000039199,,7891000039205,,,,,Não
NESTLE,12023699,SOLLYS Beb de Soja Uva 12x1L BR         ,2202.99.00EX01  ,7891000039137,,7891000039144,,,,,Não
NESTLE,12023760,NESCAU ACTIGEN-E Achoc Po 48x200g US    ,1806.90.00EX01  ,28000369828,,28000369811,,,,,Não
NESTLE,12023764,SOLLYS Beb de Soja Maca 12x1L BR        ,2202.99.00EX01  ,7891000039151,,7891000039168,,,,,Não
NESTLE,12023769,SOLLYS Beb de Soja Abacaxi 12x1L BR     ,2202.99.00EX01  ,7891000039090,,7891000039106,,,,,Não
NESTLE,12024239,NEGRESCO BiscRecheadoChocolate 55x160gBR,1905.31.00      ,7891000038918,,7891000038925,,,,,Não
NESTLE,12024332,CLASSIC Tablete Dupla Camada4 12x170g BR,1806.32.10      ,7891000038987,7891000038994,7891000039007,,,,,Não
FRONERI,12024491,CLASSIC Svt Chocolate Picole 36x59g BR  ,2105.00.10      ,7891000039342,,7891000039359,,,,,Não
NESTLE,12024908,MAGGI Caldo Galinha Oliva 30 24x19g  XR ,2104.10.11      ,7891000039694,7891000039700,7891000039717,,,,,Não
NESTLE,12025000,CRUNCH King Chocolate ND 8 18x0 78g  US ,1806.32.10      ,28000173104,28000779214,28000779221,,,,,Não
NESTLE,12025441,NESTLE Granulado Macio 24x400g BR       ,1806.90.00      ,7891000039816,,7891000039823,,,,,Não
NESTLE,12026066,BONOBisc10x560gPRL4P3GratisNEGRESCOBR   ,1905.31.00      ,7891000040126,,7891000040133,,,,,Não
NESTLE,12026164,PASSATEMPO Bisc Mini Leite 12 24x40g  BR,1905.31.00      ,7891000040096,7891000040102,7891000040119,,,,,Não
NESTLE,12026246,BONOBisc10x800gPRL4P3GratisNEGRESCOBR   ,1905.31.00      ,7891000040218,,7891000040225,,,,,Não
NESTLE,12026714,NESTLE Chocolate Amargo NPro 10x1kg BR  ,1806.32.10      ,7891000040614,,7891000040621,,,,,Não
NESTLE,12026716,NESTLE Creme de Leite Lata 48x160g XA   ,0401.50.29      ,7891000040874,,7891000040881,,,,,Não
NESTLE,12026870,ALPINO Ovo de Pascoa 6x500g BR          ,1806.90.00      ,7891000040812,,7891000040829,,,,,Não
NESTLE,12026872,NESTLE Creme de Leite 48x10.5oz US      ,0401.50.29      ,28000517328,,28000517212,,,,,Não
NESTLE,12027132,CHOKITO Ovo de Pascoa 15x240g BR        ,1806.90.00      ,7891000040942,,7891000040959,,,,,Não
NESTLE,12028001,MOCA Leite Condensado 48x13.9oz US      ,0402.99.00      ,28000569716,,28000569709,,,,,Não
NESTLE,12028299,NESTLE Biscoito Maca Canela 45x180g BR  ,1905.31.00      ,7891000041345,,7891000041352,,,,,Não
NESTLE,12028300,NESTLE Biscoito Tostitas 36x180g BR     ,1905.31.00      ,7891000041383,,7891000041390,,,,,Não
NESTLE,12028376,NUTRENACTIVEPBIO1Baun12x400gPRL400P360BR,2106.90.30      ,7891000041529,,7891000041536,,,,,Não
NESTLE,12028619,NESCAFE ORIGINAL 24x50g BR              ,2101.11.10      ,78900554,,17891000030049,118,NESCAFE,125,NESCAFE SACHET,Não
NESTLE,12028623,NESTLE-SAVOY CriCri OvodePascoa15x240gXW,1806.90.00      ,7891000041604,,7891000041611,,,,,Não
NESTLE,12028625,NESCAFE ORIGINAL 24x100g BR             ,2101.11.10      ,7891000300503,,17891000030056,118,NESCAFE,126,NESCAFE VIDRO 100G,Sim
NESTLE,12029251,NESCAFE TRADICAO Vidro 24x50g BR        ,2101.11.10      ,78921528,,7891000029282,118,NESCAFE,125,NESCAFE SACHET,Não
NESTLE,12029252,NESCAFE TRADICAO 24x100g BR             ,2101.11.10      ,7891000029329,,7891000029336,118,NESCAFE,126,NESCAFE VIDRO 100G,Sim
NESTLE,12029253,NESCAFE MATINAL 12x200g BR              ,2101.11.10      ,7891000315606,,17891000031565,118,NESCAFE,128,NESCAFE VIDRO 200G+,Não
NESTLE,12029391,NESCAFE TRADICAO Vidro 12x200g BR       ,2101.11.10      ,7891000304808,,17891000030483,118,NESCAFE,128,NESCAFE VIDRO 200G+,Não
NESTLE,12029392,NESCAFE MATINAL Vidro 24x50g BR         ,2101.11.10      ,7891000002032,,17891000001834,,,,,Não
NESTLE,12029393,NESCAFE ORIGINAL 12x200g BR             ,2101.11.10      ,7891000300602,,17891000030063,118,NESCAFE,128,NESCAFE VIDRO 200G+,Não
NESTLE,12029410,NESTOGENO 2 Formula Infantil 12x400g XR ,1901.10.10      ,7891000042540,,7891000041857,,,,,Não
NESTLE,12029412,NESTOGENO 1 Formula Infantil 12x400g XR ,1901.10.10      ,7891000054567,,7891000041833,,,,,Não
NESTLE,12029532,NESCAFE CLASSIC 12x200g N1 XI           ,2101.11.10      ,7891000042038,,7891000042045,,,,,Não
NESTLE,12029565,NESCAFE MATINAL 24x100g BR              ,2101.11.10      ,7891000315507,,17891000031558,118,NESCAFE,126,NESCAFE VIDRO 100G,Sim
NESTLE,12029594,NESCAFE CLASSIC Vidro 24x100g XI        ,2101.11.10      ,7891000042090,,7891000042106,,,,,Não
NESTLE,12029798,NAN PRO 2 Formula Infantil 12x400g BR   ,0402.21.10      ,7891000042564,,7891000042571,,,,,Não
NESTLE,12031114,CHARGE Mini Chocolate 5kg XW            ,1806.31.10      ,7891000043356,,                  ,,,,,Não
FRONERI,12031300,GALAK Sorvete Chocbra Picole 30x47g BR  ,2105.00.10      ,7891000706404,,7891000043509,,,,,Não
NESTLE,12031351,SURPRESA Donuts Menino 16 18x15 5g BR   ,1806.32.10      ,78921986,7891000043615,7891000043622,,,,,Não
NESTLE,12031536,NESPRESSO Decaffeinatto 20x50g BR       ,0901.22.00      ,7891000043868,,7891000043875,,,,,Não
NESTLE,12031565,ESPECIALIDADES 48x200g BR               ,1806.90.00      ,7891000043684,,7891000043691,,,,,Não
NESTLE,12031570,NESPRESSO Decaffeinato Intenso 20x50g BR,0901.22.00      ,7891000043783,,7891000043790,,,,,Não
DPA,12032825,NESTLE Bebida Lactea Morango 48x180g BR ,0403.90.00EX01  ,7891000044414,,7891000044421,,,,,Não
DPA,12032827,NESTLE Bebida Lactea Pessego 48x180g BR ,0403.90.00EX01  ,7891000044452,,7891000044469,,,,,Não
NESTLE,12033596,SOLLYS Creme de Soja UHT 27x200g BR     ,2106.90.90      ,7891000044780,,7891000044797,,,,,Não
NESTLE,12034131,NESTLE TpaPoff127mm60m c Vedante 567kgXW,7607.19.90      ,7891000044872,,,,,,,Não
NESTLE,12035482,NEGRESCO Biscoito Recheado 55x160g XI   ,1905.31.00      ,7891000034262,,7891000045916,,,,,Não
NESTLE,12035499,BONO Bisc Rech Doce de Leite 55x165g XI ,1905.31.00      ,7891000034682,,7891000046012,,,,,Não
NESTLE,12035773,NESCAFE CLASSIC 24x100g XG              ,2101.11.10      ,7616100370757,,7891000021118,,,,,Não
NESTLE,12035774,NESCAFE CLASSIC 12x250g XG              ,2101.11.10      ,7616100766918,,7891000021125,,,,,Não
NESTLE,12035777,NESCAFE CLASSIC 24x50g XG               ,2101.11.10      ,7616100261086,,17891000031138,,,,,Não
NESTLE,12035956,NESCAFE CLASSIC 12x250g N1 XG           ,2101.11.10      ,7891000046166,,7891000046173,,,,,Não
NESTLE,12035957,NESCAFE CLASSIC 24x50g N1 XG            ,2101.11.10      ,7891000046180,,7891000046197,,,,,Não
NESTLE,12036024,MAGGI Caldo de Costela 60x114g XR       ,2104.10.11      ,7891000046364,,7891000046371,,,,,Não
NESTLE,12036025,NESCAFE TRADICAO Stick 24 15x1 5g  BR   ,2101.11.10      ,78921535,7891000046395,7891000046401,,,,,Não
DPA,12036051,NESTLE Bebida Lactea Morango 10x900g BR ,0403.90.00EX01  ,7891000046760,,7891000046777,,,,,Não
NESTLE,12036202,ALPINO Tablete Diet 8 30x30g  BR        ,1806.32.10      ,7891000046562,7891000046579,7891000046586,,,,,Não
NESTLE,12036421,NESQUIK Cereal Mat Sachet 6 12x30g  XW  ,1904.10.00      ,7891000046838,7891000047613,7891000046845,,,,,Não
DPA,12036456,NINHO Soleil Petit Mrg Mel 16x320g BR   ,0406.10.90      ,7891000029527,,7891000046883,,,,,Não
NESTLE,12036717,NESCAFE CLASSIC 24x100g N1 XG           ,2101.11.10      ,7891000046968,,7891000046975,,,,,Não
NESTLE,12038763,NESCAFE Descafeinado Vidro 24x50g BR    ,2101.11.10      ,78920767,,7891000026373,,,,,Não
NESTLE,12038764,ESPECIALIDADES Pascoa Bombons 30x400g BR,1806.90.00      ,7891000467404,,17891000046729,,,,,Não
NESTLE,12038942,MAGGI Caldo Carne 162x63g PR L6P5 BR    ,2104.10.11      ,7891000048207,,7891000048214,117,MAGGI,115,CALDOS,Não
NESTLE,12039235,NESTLE Snack Choc Branco 10 18x30g  BR  ,1905.31.00      ,7891000048375,7891000048382,7891000048399,,,,,Não
NESTLE,12039257,MAGGI Caldo Galinha com Oliva 60x114g XW,2104.10.11      ,7891000048467,,7891000048474,,,,,Não
NESTLE,12039406,NESTLE Papinha Frutas Sortidas 6x120g BR,2104.20.00      ,7891000049105,,7891000048719,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039408,NESTLE Papinha Maca e Banana 6x120g BR  ,2104.20.00      ,7891000049112,,7891000048702,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039420,FIBRA MAX Cereal Matinal 20x350g XW     ,1904.10.00      ,7891000048504,,7891000048511,,,,,Não
NESTLE,12039461,PRO PLAN PPYLRBD OPTISTART Plus 15kg XW ,2309.10.00      ,7891000048658,,,252,3-Ração Super Premium Dog,2,Pro Plan Cães,Sim
NESTLE,12039466,NESTLE Papinha Banana c  Aveia 6x120g BR,2104.20.00      ,7891000049020,,7891000048986,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039468,NESTLE PapinhaPeitodeFrgLegMaca6x115gBR ,2104.20.00      ,7891000049051,,7891000048757,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039469,NESTLE Papinha Car Leg e Mand 6x115g BR ,2104.20.00      ,7891000049068,,7891000048740,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039500,NESTLE Papinha Car Leg e Ovo 6x115g BR  ,2104.20.00      ,7891000049075,,7891000048733,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Não
NESTLE,12039501,NESTLE Papinha Peito deFrgc Htlc6x115gBR,2104.20.00      ,7891000049082,,7891000048726,,,,,Não
NESTLE,12039537,NESTLE Papinha PedCarArrozCdoFei6x170gBR,2104.20.00      ,7891000049235,,7891000048931,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039538,NESTLE PapinhaPedCarMacarraoLeg 6x170gBR,2104.20.00      ,7891000049259,,7891000048979,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039539,NESTLE Papinha CdoFeijaoLegBetr 6x115gBR,2104.20.00      ,7891000049266,,7891000048948,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039550,NESTLE Papinha Carne c  Legumes 6x115gBR,2104.20.00      ,7891000049273,,7891000048962,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039551,NESTLE Papinha PedCarneLegumes 6x170g BR,2104.20.00      ,7891000049280,,7891000048788,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039552,NESTLE Papinha Picadinho Carne 6x250g BR,2104.20.00      ,7891000049228,,7891000048825,,,,,Não
NESTLE,12039553,NESTLE Papinha Strogonofe Arroz 6x250gBR,2104.20.00      ,7891000049211,,7891000048818,,,,,Não
NESTLE,12039554,NESTLE Papinha Risotinho Frango 6x250gBR,2104.20.00      ,7891000049204,,7891000048801,,,,,Não
NESTLE,12039555,NESTLE PapPed PeitodeFrango Leg 6x170gBR,2104.20.00      ,7891000049242,,7891000048771,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039556,NESTLE Papinha Espaguetinho Blns6x250gBR,2104.20.00      ,7891000049198,,7891000048764,,,,,Não
NESTLE,12039557,NESTLE Papinha Ameixa 6x120g BR         ,2104.20.00      ,7891000049181,,7891000048795,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039558,NESTLE Papinha Pera 6x120g BR           ,2104.20.00      ,7891000049174,,7891000048863,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Não
NESTLE,12039560,NESTLE Papinha Peru Leg e Arz 6x115g BR ,2104.20.00      ,7891000049167,,7891000048856,,,,,Não
NESTLE,12039563,NESTLE Papinha Maca 6x120g BR           ,2104.20.00      ,7891000049143,,7891000048870,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Não
NESTLE,12039566,NESTLE Papinha Car Leg Macarrao 6x115gBR,2104.20.00      ,7891000049099,,7891000048924,102,BABY FOOD,4,ALIMENTOS INFANTIS VIDRO,Sim
NESTLE,12039688,NESCAFE CLASSIC 12x200g XI              ,2101.11.10      ,7891000312902,,17891000031299,,,,,Não
NESTLE,12039689,NESCAFE LISTO TRADICION 24x100g XI      ,2101.11.10      ,88169004688,,88169031554,,,,,Não
NESTLE,12039734,NESCAFE LISTO TRADICION 12x200g XI      ,2101.11.10      ,88169004664,,88169031530,,,,,Não
NESTLE,12039745,NESTLE Papinha Goiaba 6x120g BR         ,2104.20.00      ,7891000049297,,7891000049303,,,,,Não
NESTLE,12039811,NESCAFE TRADICION 12x200g XI            ,2101.11.10      ,7891000016602,,7891000016619,,,,,Não
NESTLE,12039812,NESCAFE TRADICION 24x100g XI            ,2101.11.10      ,7891000016589,,7891000016596,,,,,Não
NESTLE,12039813,NESCAFE CLASSIC 24x100g XI              ,2101.11.10      ,7891000312803,,17891000031282,,,,,Não
NESTLE,12039814,NESCAFE TRADICION 24x50g XI             ,2101.11.10      ,7891000016565,,7891000016572,,,,,Não
NESTLE,12039815,NESCAFE CLASSIC 24x50g XI               ,2101.11.10      ,7891000312704,,17891000031275,,,,,Não
NESTLE,12039816,NESCAFE LISTO TRADICION 24x50g XI       ,2101.11.10      ,88169004657,,88169031523,,,,,Não
NESTLE,12040108,NINHO Trad Leite em Po 12x1kg N2 BR     ,0402.21.10      ,7891000049488,,7891000049495,,,,,Não
NESTLE,12040109,NINHO Trad Leite em Po 12x1kg N3 BR     ,0402.21.10      ,7891000049464,,7891000049471,,,,,Não
NESTLE,12040710,Creme de Leite Granel BR                ,0401.50.29      ,7891000049723,,                  ,,,,,Não
NESTLE,12040963,MOCA Biscoito Mini Torta 40x152g BR     ,1905.31.00      ,7891000049815,,7891000049822,,,,,Não
NESTLE,12040964,MOCA Biscoito Recheado 50x165g BR       ,1905.31.00      ,7891000049839,,7891000049846,,,,,Não
NESTLE,12041117,MAGGI Sopao Galinha Caipira 24x200g BR  ,2104.10.11      ,7891000049891,,7891000049907,117,MAGGI,118,SOPAO,Sim
NESTLE,12041130,LeiteemPoIntegrVitaminadoFonterra 25kgBR,0402.29.10      ,7891000049976,,,,,,,Não
NESTLE,12041495,NESTLE Farlact Cer Integr 24x400g BR    ,1901.10.20      ,7891000050125,,7891000050132,,,,,Não
NESTLE,12042007,NESTLE Dark Chocolate Tablete16x100gCL  ,1806.32.10      ,7613031490615,,7613031490622,,,,,Não
NESTLE,12042512,NESTLE Cob Choc Blend NPro 6x2 3kg BR   ,1806.20.00      ,7891000050613,,7891000050620,522,02-NP Chocolates,1,02a-Cobertura Regular,Não
NESTLE,12042554,PRESTIGIO Biscoito Mini Torta 40x152g BR,1905.31.00      ,7891000050552,,7891000050569,,,,,Não
NESTLE,12043146,NESTLE Crmlt UHT 14x649g PRMaggi BR     ,0401.50.21      ,7891000050675,,7891000050682,114,LEITES CULINARIOS,99,CREME TP,Não
NESTLE,12043341,MINOR S Mlh Asiatico RTU 4x2.35kg US    ,2103.90.99      ,50000233106,,50000313105,,,,,Não
NESTLE,12043863,MOCA FLAKES Cer Mat Sachet 8 6x120g  BR ,1904.10.00      ,7891000050927,7891000050934,7891000050941,,,,,Não
NESTLE,12044845,PASSATEMPO BiscBichos Rech Mrg60x140g BR,1905.31.00      ,7891000051375,,7891000051382,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Não
NESTLE,12044846,PASSATEMPO BiscBichos Rech Choc60x140gBR,1905.31.00      ,7891000051351,,7891000051368,105,BISCOITOS,31,PASSATEMPO BISCOITOS RECHEADOS,Não
NESTLE,12045050,PASSATEMPO Bisc Choccasq Choc 60x140g BR,1905.31.00      ,7891000051399,,7891000051405,,,,,Não
NESTLE,12045051,PASSATEMPO Biscoito Leite 54x150g BR    ,1905.31.00      ,7891000051436,,7891000051443,105,BISCOITOS,32,PASSATEMPO BISCOITOS SECOS & DOCES,Sim
NESTLE,12045053,NESCAU ACTIGEN-E Achoc Po Light30x400gBR,1806.90.00EX01  ,7891000051474,,7891000051481,104,BEBIDAS POS,16,NESCAU LATA 2.0 400G,Sim
NESTLE,12045189,ALPINO Tablete 12 18X35g  BR            ,1806.32.10      ,7891000051955,7891000051962,7891000051979,,,,,Não
NESTLE,12045412,SOLLYS Ovo de Pascoa 15x190g BR         ,1806.90.00      ,7891000051559,,7891000051566,,,,,Não
NESTLE,12045648,KIT KAT 4 Finger 6 24x45g  RU           ,1905.32.00      ,4607150081796,4607150081802,4607150081819,,,,,Não
NESTLE,12045836,PEPTAMEN AF PREBIO1Ultrapak 6x1000mlN1US,2106.90.90      ,798716663809,,798716763905,,,,,Não
NESTLE,12046237,CLASSIC Biscoito Recheado 50x165g BR    ,1905.31.00      ,7891000051801,,7891000051818,,,,,Não
NESTLE,12046327,NESCAFE DLC GST Capp 16Cap 3x188g N2 JP ,2101.12.00      ,4902201070591,,14902201070598,,,,,Não
NESTLE,12047250,SEM PARAR Ovo de Pascoa 15x240g BR      ,1806.90.00      ,7891000052174,,7891000052181,,,,,Não
NESTLE,12047447,NESCAFE CLASSIC 24x50g N3 XI            ,2101.11.10      ,7891000052365,,7891000052372,,,,,Não
NESTLE,12047448,NESCAFE CLASSIC 12x200g N2 XI           ,2101.11.10      ,7891000052389,,7891000052396,,,,,Não
NESTLE,12047527,NESCAFE CLASSIC 24x100g N3 XI           ,2101.11.10      ,7891000052488,,7891000052495,,,,,Não
NESTLE,12047528,NESCAFE CLASSIC 12x200g N3 XI           ,2101.11.10      ,7891000052501,,7891000052518,,,,,Não
NESTLE,12047540,NESCAFE CLASSIC 12x200g N4 XI           ,2101.11.10      ,7891000052556,,7891000052563,,,,,Não
NESTLE,12047543,NESCAFE CLASSIC 24x100g N2 XI           ,2101.11.10      ,7891000052426,,7891000052433,,,,,Não
NESTLE,12048261,NESTLE Asst GiftBox Swiss 922g Xmas 07CH,1806.90.00      ,7613031807185,,                  ,,,,,Não
FRONERI,12048324,LA FRUTTA Svt Picole Morango 36x61g BR  ,2105.00.10      ,7891000053072,,7891000053089,,,,,Não
FRONERI,12048379,LA FRUTTA Svt Picole Limao 36x61g N1 BR ,2105.00.10      ,7891000053171,,7891000053188,,,,,Não
NESTLE,12048431,NAN AR Formula Infantil 12x400g BR      ,1901.10.10      ,7891000053232,,7891000053249,,,,,Não
NESTLE,12048440,NESTLE Swiss Asst 1.844kg 07 Xmas CH    ,1806.90.00      ,7613031559541,,                  ,,,,,Não
NESTLE,12048665,SALTINES Original 24x315g BR            ,1905.31.00      ,7891000053522,,7891000053539,,,,,Não
NESTLE,12048666,SALTINES Manteiga 24x342g BR            ,1905.31.00      ,7891000053546,,7891000053553,,,,,Não
NESTLE,12048678,NESCAU 2.0 ACTIGEN-E Achoc Po 30x400g BR,1806.90.00EX01  ,7891000053508,,7891000053515,104,BEBIDAS POS,16,NESCAU LATA 2.0 400G,Sim
NESTLE,12048846,NAN 2 Formula Infantil 6x900g XW        ,1901.10.10      ,7891000053744,,7891000053751,,,,,Não
NESTLE,12048847,NAN AR Formula Infantil 12x400g XR      ,1901.10.10      ,7891000053706,,7891000053713,,,,,Não
NESTLE,12048907,NAN AR Formula Infantil 12x400g XW      ,1901.10.10      ,7891000053645,,7891000053652,,,,,Não
NESTLE,12048909,NAN AR Formula Infantil 12x400g N1 XI   ,1901.10.10      ,7891000053706,,7891000053591,,,,,Não
